order_id,date,product_name,category,region,quantity,unit_price,discount_pct,revenue,customer_id
ORD10614,2023-08-22,Sneakers,Clothing,North,3,69.99,5,199.47,CUST9267
ORD10615,2023-06-23,Smart Watch,Electronics,East,1,249.99,20,199.99,CUST9761
ORD10616,2024-09-30,USB Hub,Electronics,North,1,29.99,0,29.99,CUST1790
ORD10617,2024-12-07,Tablet 10,Electronics,North,8,449.99,20,2879.94,CUST9966
ORD10618,2023-09-16,Jump Rope,Sports,North,3,12.99,5,37.02,CUST5933
ORD10619,2024-03-06,Moisturizer SPF,Beauty,Central,9,29.99,10,242.92,CUST3247
ORD10620,2024-03-04,LEGO Set,Toys,East,9,49.99,0,449.91,CUST2867
ORD10621,2023-04-19,Dumbbell Set,Sports,East,10,59.99,5,569.9,CUST9571
ORD10622,2023-07-26,Storage Bin,Home & Garden,South,7,14.99,10,94.44,CUST1645
ORD10623,2024-07-15,Dumbbell Set,Sports,South,8,59.99,15,407.93,CUST1044
ORD10624,2023-01-14,Moisturizer SPF,Beauty,South,2,29.99,25,44.98,CUST2475
ORD10625,2024-06-07,Webcam HD,Electronics,South,2,59.99,10,107.98,CUST8483
ORD10626,2023-10-31,Throw Pillow,Home & Garden,South,1,24.99,0,24.99,CUST1646
ORD10627,2023-10-25,Storage Bin,Home & Garden,North,6,14.99,20,71.95,CUST2556
ORD10628,2023-02-16,Wireless Earbuds,Electronics,East,3,79.99,15,203.97,CUST8171
ORD10629,2024-09-28,Storage Bin,Home & Garden,East,2,14.99,15,25.48,CUST3996
ORD10630,2023-04-27,Water Bottle,Sports,West,8,24.99,10,179.93,CUST8835
ORD10631,2024-03-07,Hair Serum,Beauty,North,2,24.99,0,49.98,CUST3611
ORD10632,2023-04-17,Cycling Helmet,Sports,South,8,69.99,25,419.94,CUST7221
ORD10633,2024-01-03,Python Deep Dive,Books,West,3,39.99,25,89.98,CUST2850
ORD10634,2024-02-26,Yoga Mat,Sports,East,2,29.99,10,53.98,CUST1202
ORD10635,2024-12-22,Remote Car,Toys,East,9,39.99,5,341.91,CUST9504
ORD10636,2024-06-19,Nail Kit,Beauty,West,10,12.99,0,129.9,CUST5072
ORD10637,2024-05-08,Storage Bin,Home & Garden,Central,7,14.99,0,104.93,CUST1894
ORD10638,2023-01-12,Hair Serum,Beauty,West,9,24.99,25,168.68,CUST3709
ORD10639,2023-03-18,Stuffed Bear,Toys,East,6,14.99,5,85.44,CUST5557
ORD10640,2023-02-21,Data Science 101,Books,West,9,34.99,20,251.93,CUST4850
ORD10641,2023-03-22,Water Bottle,Sports,North,10,24.99,25,187.42,CUST9166
ORD10642,2024-04-02,Coffee Maker,Home & Garden,North,8,49.99,0,399.92,CUST7609
ORD10643,2024-02-27,USB Hub,Electronics,North,9,29.99,0,269.91,CUST5990
ORD10644,2024-06-04,Data Science 101,Books,East,8,34.99,15,237.93,CUST1889
ORD10645,2023-08-17,Stuffed Bear,Toys,East,6,14.99,25,67.45,CUST8414
ORD10646,2023-04-27,Webcam HD,Electronics,East,4,59.99,0,239.96,CUST6818
ORD10647,2024-10-10,Action Figure,Toys,North,9,19.99,15,152.92,CUST1750
ORD10648,2023-06-18,Dumbbell Set,Sports,East,7,59.99,0,419.93,CUST4209
ORD10649,2023-07-12,Tablet 10,Electronics,South,4,449.99,25,1349.97,CUST6536
